"","Diodorus","Herodotus","Plutarch","Polybius","Thucydides","-SUM-"
"Plutarch",3,0,15,4,4,11
"Polybius",3,2,4,32,2,11
"Thucydides",1,7,2,4,19,14
"-SUM-",10,11,9,21,9,60
"Diodorus",27,0,0,6,1,7
"Herodotus",2,25,2,1,4,9
"Plutarch",3,5,13,5,3,16
"Polybius",5,0,3,19,0,8
"Thucydides",3,8,5,6,24,22
"-SUM-",13,13,10,18,8,62
"Diodorus",28,0,2,10,2,14
"Herodotus",1,25,1,1,4,7
"Plutarch",1,2,19,8,5,16
"Polybius",4,0,1,25,0,5
"Thucydides",1,5,4,2,19,12
"-SUM-",7,7,8,21,11,54
"Diodorus",15,3,1,11,1,16
"Herodotus",0,29,0,0,3,3
"Plutarch",1,5,22,4,5,15
"Polybius",2,2,0,29,2,6
"Thucydides",0,4,3,6,22,13
"-SUM-",3,14,4,21,11,53
"Diodorus",22,2,2,11,0,15
"Herodotus",2,25,1,0,1,4
"Plutarch",3,2,19,5,5,15
"Polybius",5,0,3,24,3,11
"Thucydides",3,3,5,4,20,15
"-SUM-",13,7,11,20,9,60
"Diodorus",26,1,0,3,2,6
"Herodotus",1,24,1,2,3,7
"Plutarch",2,2,22,7,2,13
"Polybius",5,0,2,29,0,7
"Thucydides",1,6,2,5,22,14
"-SUM-",9,9,5,17,7,47
"Diodorus",20,2,0,5,1,8
"Herodotus",2,24,2,4,7,15
"Plutarch",1,2,15,3,6,12
"Polybius",6,1,5,36,1,13
"Thucydides",0,6,3,1,17,10
"-SUM-",9,11,10,13,15,58
"Diodorus",25,3,0,17,0,20
"Herodotus",1,32,2,2,3,8
"Plutarch",3,0,14,2,2,7
"Polybius",2,0,3,26,0,5
"Thucydides",0,5,3,2,23,10
"-SUM-",6,8,8,23,5,50
"Diodorus",20,0,1,7,0,8
"Herodotus",2,27,2,3,0,7
"Plutarch",1,3,26,7,2,13
"Polybius",5,0,0,21,1,6
"Thucydides",2,9,5,1,25,17
"-SUM-",10,12,8,18,3,51
"Diodorus",28,2,1,7,0,10
"Herodotus",0,25,1,3,8,12
"Plutarch",1,1,17,2,5,9
"Polybius",4,2,2,30,1,9
"Thucydides",2,7,3,2,16,14
"-SUM-",7,12,7,14,14,54
"Diodorus",23,2,0,11,1,14
"Herodotus",1,24,1,0,4,6
"Plutarch",3,8,20,3,4,18
"Polybius",4,1,2,23,2,9
"Thucydides",2,5,3,3,20,13
"-SUM-",10,16,6,17,11,60
"Diodorus",24,0,1,9,1,11
"Herodotus",1,23,2,1,7,11
"Plutarch",2,3,23,4,3,12
"Polybius",4,1,1,27,1,7
"Thucydides",1,4,3,4,20,12
"-SUM-",8,8,7,18,12,53
"Diodorus",20,3,0,8,1,12
"Herodotus",4,28,2,0,2,8
"Plutarch",0,0,22,2,2,4
"Polybius",1,0,2,36,1,4
"Thucydides",1,7,4,2,22,14
"-SUM-",6,10,8,12,6,42
"Diodorus",17,1,5,15,2,23
"Herodotus",1,19,1,0,5,7
"Plutarch",0,1,29,2,7,10
"Polybius",2,1,2,28,1,6
"Thucydides",0,9,0,5,17,14
"-SUM-",3,12,8,22,15,60
"Diodorus",25,3,1,7,0,11
"Herodotus",2,31,0,1,5,8
"Plutarch",1,2,18,5,1,9
"Polybius",5,1,2,27,0,8
"Thucydides",2,7,5,2,17,16
"-SUM-",10,13,8,15,6,52
"Diodorus",19,5,3,8,0,16
"Herodotus",2,31,2,3,1,8
"Plutarch",5,4,13,4,6,19
"Polybius",1,0,3,26,1,5
"Thucydides",1,8,3,2,19,14
"-SUM-",9,17,11,17,8,62
"Diodorus",18,1,1,11,0,13
"Herodotus",1,21,0,1,3,5
"Plutarch",1,4,22,7,4,16
"Polybius",2,2,1,37,2,7
"Thucydides",0,6,6,5,14,17
"-SUM-",4,13,8,24,9,58
"Diodorus",23,0,1,10,0,11
"Herodotus",3,22,1,2,6,12
"Plutarch",2,3,26,5,5,15
"Polybius",7,1,2,24,0,10
"Thucydides",2,4,0,5,16,11
"-SUM-",14,8,4,22,11,59
"Diodorus",19,2,0,13,0,15
"Herodotus",3,29,0,4,0,7
"Plutarch",4,1,18,6,2,13
"Polybius",4,1,3,27,1,9
"Thucydides",2,8,1,3,19,14
"-SUM-",13,12,4,26,3,58
"Diodorus",21,0,0,7,0,7
"Herodotus",2,23,0,4,0,6
"Plutarch",3,3,21,9,4,19
"Polybius",3,0,3,35,1,7
"Thucydides",4,7,0,4,16,15
"-SUM-",12,10,3,24,5,54
"Diodorus",25,4,1,10,0,15
"Herodotus",0,22,1,2,2,5
"Plutarch",0,0,21,4,2,6
"Polybius",4,2,1,27,1,8
"Thucydides",3,13,3,4,18,23
"-SUM-",7,19,6,20,5,57
"Diodorus",19,0,0,8,1,9
"Herodotus",2,24,1,0,9,12
"Plutarch",3,1,21,4,3,11
"Polybius",1,0,0,29,2,3
"Thucydides",2,8,2,4,26,16
"-SUM-",8,9,3,16,15,51
"Diodorus",30,0,1,7,0,8
"Herodotus",1,31,2,2,2,7
"Plutarch",2,1,21,3,3,9
"Polybius",3,1,2,24,2,8
"Thucydides",1,8,1,4,18,14
"-SUM-",7,10,6,16,7,46
"Diodorus",24,0,1,9,0,10
"Herodotus",3,23,3,2,1,9
"Plutarch",1,5,22,10,4,20
"Polybius",4,0,1,20,2,7
"Thucydides",1,7,7,2,18,17
"-SUM-",9,12,12,23,7,63
"Diodorus",21,0,1,9,0,10
"Herodotus",1,33,2,3,4,10
"Plutarch",5,1,22,10,1,17
"Polybius",2,1,0,26,1,4
"Thucydides",0,4,6,3,14,13
"-SUM-",8,6,9,25,6,54
"Diodorus",21,0,1,8,1,10
"Herodotus",3,14,0,3,4,10
"Plutarch",2,3,17,6,9,20
"Polybius",4,0,3,36,2,9
"Thucydides",0,4,4,1,24,9
"-SUM-",9,7,8,18,16,58
"Diodorus",18,4,2,5,0,11
"Herodotus",3,29,0,0,3,6
"Plutarch",3,2,18,8,3,16
"Polybius",0,0,4,29,3,7
"Thucydides",1,3,1,6,25,11
"-SUM-",7,9,7,19,9,51
"Diodorus",22,1,1,14,1,17
"Herodotus",1,20,0,1,6,8
"Plutarch",4,2,18,5,3,14
"Polybius",5,1,2,37,0,8
"Thucydides",4,7,2,0,13,13
"-SUM-",14,11,5,20,10,60
"Diodorus",25,2,1,8,1,12
"Herodotus",0,29,4,2,4,10
"Plutarch",1,1,16,8,6,16
"Polybius",5,1,1,25,1,8
"Thucydides",2,9,0,3,15,14
"-SUM-",8,13,6,21,12,60
"Diodorus",27,0,0,10,2,12
"Herodotus",1,21,5,2,5,13
"Plutarch",0,3,24,4,0,7
"Polybius",3,3,0,26,1,7
"Thucydides",0,6,4,6,17,16
"-SUM-",4,12,9,22,8,55
"Diodorus",24,1,0,6,0,7
"Herodotus",0,23,2,2,5,9
"Plutarch",2,1,19,3,7,13
"Polybius",4,1,1,36,2,8
"Thucydides",0,6,2,4,19,12
"-SUM-",6,9,5,15,14,49
"Diodorus",22,0,1,7,0,8
"Herodotus",3,23,3,1,2,9
"Plutarch",4,4,17,5,2,15
"Polybius",7,1,1,29,1,10
"Thucydides",0,9,4,6,18,19
"-SUM-",14,14,9,19,5,61
"Diodorus",21,3,0,12,0,15
"Herodotus",1,32,1,3,5,10
"Plutarch",1,7,17,2,2,12
"Polybius",4,1,1,28,0,6
"Thucydides",1,5,6,1,16,13
"-SUM-",7,16,8,18,7,56
"Diodorus",22,2,2,10,0,14
"Herodotus",2,22,0,1,1,4
"Plutarch",2,1,23,4,4,11
"Polybius",5,2,0,30,0,7
"Thucydides",0,5,2,7,23,14
"-SUM-",9,10,4,22,5,50
"Diodorus",24,0,1,8,1,10
"Herodotus",1,25,3,3,6,13
"Plutarch",4,2,19,3,1,10
"Polybius",2,2,1,26,1,6
"Thucydides",2,8,4,0,23,14
"-SUM-",9,12,9,14,9,53
"Diodorus",25,2,0,6,0,8
"Herodotus",1,23,1,1,1,4
"Plutarch",1,2,24,2,4,9
"Polybius",5,3,0,25,1,9
"Thucydides",2,9,2,4,26,17
"-SUM-",9,16,3,13,6,47
"Diodorus",22,1,0,9,1,11
"Herodotus",2,27,0,0,4,6
"Plutarch",2,2,18,6,5,15
"Polybius",6,1,0,32,1,8
"Thucydides",4,5,2,4,16,15
"-SUM-",14,9,2,19,11,55
"Diodorus",20,2,0,13,1,16
"Herodotus",0,27,1,2,0,3
"Plutarch",1,2,21,5,3,11
"Polybius",8,0,2,32,2,12
"Thucydides",1,5,4,5,13,15
"-SUM-",10,9,7,25,6,57
"Diodorus",17,2,0,9,0,11
"Herodotus",0,34,0,2,0,2
"Plutarch",2,3,14,6,4,15
"Polybius",5,0,3,37,0,8
"Thucydides",1,8,2,4,17,15
"-SUM-",8,13,5,21,4,51
"Diodorus",18,3,2,5,2,12
"Herodotus",1,27,0,1,9,11
"Plutarch",1,5,20,6,5,17
"Polybius",2,1,0,26,1,4
"Thucydides",2,5,1,3,24,11
"-SUM-",6,14,3,15,17,55
"Diodorus",19,0,0,10,0,10
"Herodotus",0,22,2,2,3,7
"Plutarch",3,6,22,6,6,21
"Polybius",1,0,0,30,0,1
"Thucydides",1,11,1,0,25,13
"-SUM-",5,17,3,18,9,52
"Diodorus",23,1,2,11,0,14
"Herodotus",1,26,2,2,1,6
"Plutarch",1,2,22,3,1,7
"Polybius",5,1,4,31,0,10
"Thucydides",0,10,2,2,17,14
"-SUM-",7,14,10,18,2,51
"Diodorus",21,0,1,7,1,9
"Herodotus",5,21,1,3,1,10
"Plutarch",3,2,21,7,4,16
"Polybius",2,3,3,31,0,8
"Thucydides",1,11,2,6,13,20
"-SUM-",11,16,7,23,6,63
"Diodorus",22,1,1,8,0,10
"Herodotus",2,27,1,2,4,9
"Plutarch",2,3,12,5,6,16
"Polybius",1,3,1,30,0,5
"Thucydides",3,11,3,3,19,20
"-SUM-",8,18,6,18,10,60
"Diodorus",26,2,0,12,0,14
"Herodotus",4,16,2,2,1,9
"Plutarch",2,0,21,4,5,11
"Polybius",3,0,0,31,0,3
"Thucydides",2,9,3,5,20,19
"-SUM-",11,11,5,23,6,56
"Diodorus",18,3,1,11,1,16
"Herodotus",2,24,3,1,2,8
"Plutarch",1,5,21,5,4,15
"Polybius",4,4,1,26,1,10
"Thucydides",2,6,4,3,17,15
"-SUM-",9,18,9,20,8,64
"Diodorus",20,3,0,8,1,12
"Herodotus",0,25,1,3,1,5
"Plutarch",2,2,29,7,2,13
"Polybius",5,0,2,24,2,9
"Thucydides",3,5,1,3,21,12
"-SUM-",10,10,4,21,6,51
"Diodorus",27,1,0,5,0,6
"Herodotus",1,22,2,7,6,16
"Plutarch",6,1,18,6,1,14
"Polybius",3,1,1,31,0,5
"Thucydides",1,2,3,2,23,8
"-SUM-",11,5,6,20,7,49
"Diodorus",22,1,1,10,0,12
"Herodotus",0,28,1,0,3,4
"Plutarch",2,1,18,5,1,9
"Polybius",6,1,6,24,1,14
"Thucydides",1,8,1,6,23,16
"-SUM-",9,11,9,21,5,55
"Diodorus",27,1,1,9,1,12
"Herodotus",1,29,1,3,0,5
"Plutarch",1,4,14,6,4,15
"Polybius",2,2,1,33,0,5
"Thucydides",3,8,2,4,13,17
"-SUM-",7,15,5,22,5,54
"Diodorus",23,2,0,10,2,14
"Herodotus",4,38,0,0,2,6
"Plutarch",0,2,13,3,5,10
"Polybius",4,1,2,26,1,8
"Thucydides",2,3,2,3,22,10
"-SUM-",10,8,4,16,10,48
"Diodorus",29,0,1,14,1,16
"Herodotus",3,19,1,1,7,12
"Plutarch",1,1,20,3,2,7
"Polybius",1,2,2,32,0,5
"Thucydides",1,7,5,0,17,13
"-SUM-",6,10,9,18,10,53
"Diodorus",27,1,0,8,0,9
"Herodotus",4,18,0,2,4,10
"Plutarch",2,2,26,5,2,11
"Polybius",3,0,2,26,0,5
"Thucydides",0,5,2,7,24,14
"-SUM-",9,8,4,22,6,49
"Diodorus",17,3,3,9,0,15
"Herodotus",1,23,0,1,6,8
"Plutarch",3,5,22,5,3,16
"Polybius",2,1,1,28,1,5
"Thucydides",1,8,1,3,23,13
"-SUM-",7,17,5,18,10,57
"Diodorus",17,0,1,14,0,15
"Herodotus",3,30,1,0,5,9
"Plutarch",1,3,20,5,9,18
"Polybius",1,1,0,25,1,3
"Thucydides",2,5,2,3,21,12
"-SUM-",7,9,4,22,15,57
"Diodorus",27,2,3,10,0,15
"Herodotus",2,22,1,1,2,6
"Plutarch",4,1,24,5,7,17
"Polybius",2,0,0,26,2,4
"Thucydides",1,7,0,1,20,9
"-SUM-",9,10,4,17,11,51
"Diodorus",13,1,3,9,1,14
"Herodotus",1,29,4,2,9,16
"Plutarch",0,1,19,4,3,8
"Polybius",3,1,3,30,0,7
"Thucydides",2,6,3,4,19,15
"-SUM-",6,9,13,19,13,60
"Diodorus",25,0,1,8,0,9
"Herodotus",1,32,0,1,4,6
"Plutarch",1,2,16,5,3,11
"Polybius",4,1,1,34,1,7
"Thucydides",1,6,2,2,19,11
"-SUM-",7,9,4,16,8,44
"Diodorus",24,2,2,10,1,15
"Herodotus",1,34,0,2,5,8
"Plutarch",1,3,16,8,0,12
"Polybius",3,1,0,33,0,4
"Thucydides",1,5,2,0,16,8
"-SUM-",6,11,4,20,6,47
"Diodorus",20,3,0,5,1,9
"Herodotus",0,21,0,2,5,7
"Plutarch",2,0,19,5,7,14
"Polybius",4,0,1,32,1,6
"Thucydides",1,10,5,5,21,21
"-SUM-",7,13,6,17,14,57
"Diodorus",19,1,0,10,2,13
"Herodotus",1,32,1,1,4,7
"Plutarch",2,0,16,6,2,10
"Polybius",3,1,2,34,0,6
"Thucydides",0,5,1,6,21,12
"-SUM-",6,7,4,23,8,48
"Diodorus",26,2,2,11,2,17
"Herodotus",1,25,2,0,0,3
"Plutarch",3,3,16,6,2,14
"Polybius",1,1,0,29,0,2
"Thucydides",2,6,4,5,21,17
"-SUM-",7,12,8,22,4,53
"Diodorus",28,4,1,10,0,15
"Herodotus",1,30,1,2,6,10
"Plutarch",1,2,16,6,2,11
"Polybius",6,2,2,25,0,10
"Thucydides",1,6,3,2,13,12
"-SUM-",9,14,7,20,8,58
"Diodorus",27,0,0,15,1,16
"Herodotus",1,26,0,1,4,6
"Plutarch",1,3,20,4,2,10
"Polybius",4,1,1,31,2,8
"Thucydides",3,3,4,3,13,13
"-SUM-",9,7,5,23,9,53
"Diodorus",20,1,1,6,0,8
"Herodotus",1,29,2,1,3,7
"Plutarch",1,1,21,7,4,13
"Polybius",3,1,3,29,1,8
"Thucydides",2,8,3,1,21,14
"-SUM-",7,11,9,15,8,50
"Diodorus",19,0,1,13,0,14
"Herodotus",1,25,2,0,4,7
"Plutarch",3,0,18,7,0,10
"Polybius",2,2,1,34,0,5
"Thucydides",0,9,2,3,24,14
"-SUM-",6,11,6,23,4,50
"Diodorus",25,2,1,7,1,11
"Herodotus",1,25,0,3,5,9
"Plutarch",4,1,15,3,3,11
"Polybius",3,0,1,30,0,4
"Thucydides",2,9,4,5,20,20
"-SUM-",10,12,6,18,9,55
"Diodorus",18,1,1,8,1,11
"Herodotus",2,24,1,4,3,10
"Plutarch",2,5,22,6,5,18
"Polybius",5,0,1,22,1,7
"Thucydides",2,5,2,2,27,11
"-SUM-",11,11,5,20,10,57
"Diodorus",21,3,1,8,1,13
"Herodotus",1,21,2,0,3,6
"Plutarch",1,2,24,4,2,9
"Polybius",2,1,0,38,0,3
"Thucydides",1,10,3,1,20,15
"-SUM-",5,16,6,13,6,46
"Diodorus",19,1,0,13,0,14
"Herodotus",0,31,2,3,5,10
"Plutarch",5,1,21,4,1,11
"Polybius",5,2,0,26,1,8
"Thucydides",0,11,0,2,17,13
"-SUM-",10,15,2,22,7,56
"Diodorus",15,3,2,10,2,17
"Herodotus",2,28,1,1,1,5
"Plutarch",7,0,25,3,6,16
"Polybius",3,1,2,32,0,6
"Thucydides",0,5,1,4,16,10
"-SUM-",12,9,6,18,9,54
"Diodorus",20,0,1,10,0,11
"Herodotus",3,26,2,1,2,8
"Plutarch",2,4,15,11,5,22
"Polybius",2,0,0,31,2,4
"Thucydides",3,7,4,0,19,14
"-SUM-",10,11,7,22,9,59
"Diodorus",24,1,2,2,2,7
"Herodotus",3,32,2,0,4,9
"Plutarch",1,3,19,4,6,14
"Polybius",2,0,0,32,1,3
"Thucydides",0,7,2,3,18,12
"-SUM-",6,11,6,9,13,45
"Diodorus",20,0,0,4,1,5
"Herodotus",2,32,1,2,1,6
"Plutarch",2,1,17,8,5,16
"Polybius",3,2,0,33,1,6
"Thucydides",2,7,6,6,14,21
"-SUM-",9,10,7,20,8,54
"Diodorus",21,4,0,17,0,21
"Herodotus",1,28,3,1,2,7
"Plutarch",2,4,20,1,6,13
"Polybius",3,0,0,27,1,4
"Thucydides",0,6,1,2,20,9
"-SUM-",6,14,4,21,9,54
"Diodorus",24,0,0,12,1,13
"Herodotus",0,29,1,0,3,4
"Plutarch",1,2,18,6,3,12
"Polybius",4,0,3,31,0,7
"Thucydides",3,13,5,3,8,24
"-SUM-",8,15,9,21,7,60
"Diodorus",22,2,0,8,0,10
"Herodotus",1,25,3,3,4,11
"Plutarch",2,1,11,7,2,12
"Polybius",5,0,1,32,1,7
"Thucydides",2,11,3,2,22,18
"-SUM-",10,14,7,20,7,58
"Diodorus",27,3,1,10,0,14
"Herodotus",1,20,3,1,8,13
"Plutarch",2,3,16,6,2,13
"Polybius",8,2,1,23,1,12
"Thucydides",0,10,0,2,20,12
"-SUM-",11,18,5,19,11,64
"Diodorus",25,0,1,6,1,8
"Herodotus",2,32,0,1,3,6
"Plutarch",1,4,22,6,3,14
"Polybius",5,1,0,22,2,8
"Thucydides",3,9,1,5,15,18
"-SUM-",11,14,2,18,9,54
"Diodorus",25,2,1,11,1,15
"Herodotus",1,25,2,3,1,7
"Plutarch",3,3,19,2,1,9
"Polybius",3,3,1,30,1,8
"Thucydides",2,7,2,4,17,15
"-SUM-",9,15,6,20,4,54
"Diodorus",18,2,1,7,0,10
"Herodotus",4,31,1,3,4,12
"Plutarch",3,1,21,3,2,9
"Polybius",5,2,1,28,0,8
"Thucydides",1,7,1,1,23,10
"-SUM-",13,12,4,14,6,49
"Diodorus",23,4,0,16,1,21
"Herodotus",1,25,0,2,3,6
"Plutarch",1,4,22,5,3,13
"Polybius",3,0,0,26,1,4
"Thucydides",0,5,2,5,18,12
"-SUM-",5,13,2,28,8,56
"Diodorus",18,1,3,12,1,17
"Herodotus",1,28,0,4,4,9
"Plutarch",2,3,17,6,2,13
"Polybius",2,0,3,28,1,6
"Thucydides",2,6,1,0,25,9
"-SUM-",7,10,7,22,8,54
"Diodorus",25,3,0,7,1,11
"Herodotus",2,32,0,3,3,8
"Plutarch",3,0,22,5,7,15
"Polybius",2,0,0,29,1,3
"Thucydides",1,5,1,0,18,7
"-SUM-",8,8,1,15,12,44
"Diodorus",25,2,1,12,1,16
"Herodotus",3,23,0,2,4,9
"Plutarch",4,6,16,7,6,23
"Polybius",3,1,3,22,1,8
"Thucydides",1,9,1,1,16,12
"-SUM-",11,18,5,22,12,68
"Diodorus",23,0,0,7,1,8
"Herodotus",1,28,0,3,4,8
"Plutarch",1,3,22,3,6,13
"Polybius",2,2,1,33,1,6
"Thucydides",0,7,3,3,16,13
"-SUM-",4,12,4,16,12,48
"Diodorus",27,2,1,5,1,9
"Herodotus",0,35,0,2,4,6
"Plutarch",2,2,15,7,4,15
"Polybius",3,0,1,27,1,5
"Thucydides",2,5,2,3,19,12
"-SUM-",7,9,4,17,10,47
"Diodorus",24,2,0,8,1,11
"Herodotus",1,27,0,2,6,9
"Plutarch",1,5,16,6,1,13
"Polybius",5,0,4,28,1,10
"Thucydides",6,3,3,5,15,17
"-SUM-",13,10,7,21,9,60
"Diodorus",18,1,2,7,0,10
"Herodotus",0,32,3,0,3,6
"Plutarch",0,2,13,9,2,13
"Polybius",0,0,2,38,1,3
"Thucydides",1,2,3,5,26,11
"-SUM-",1,5,10,21,6,43
"Diodorus",20,1,0,13,0,14
"Herodotus",2,31,0,0,4,6
"Plutarch",0,0,22,5,4,9
"Polybius",3,0,0,25,0,3
"Thucydides",3,7,3,5,22,18
"-SUM-",8,8,3,23,8,50
"Diodorus",21,2,1,7,0,10
"Herodotus",1,27,2,0,5,8
"Plutarch",2,3,20,3,2,10
"Polybius",2,2,5,27,1,10
"Thucydides",2,8,2,1,24,13
"-SUM-",7,15,10,11,8,51
"Diodorus",17,1,1,11,0,13
"Herodotus",1,25,1,1,2,5
"Plutarch",3,1,22,10,5,19
"Polybius",6,2,3,29,0,11
"Thucydides",1,6,3,3,16,13
"-SUM-",11,10,8,25,7,61
"Diodorus",22,0,1,11,1,13
"Herodotus",0,26,2,4,5,11
"Plutarch",2,0,16,6,6,14
"Polybius",2,0,0,26,0,2
"Thucydides",1,5,4,4,26,14
"-SUM-",5,5,7,25,12,54
"Diodorus",21,0,0,13,1,14
"Herodotus",0,24,0,2,5,7
"Plutarch",1,5,22,5,6,17
"Polybius",1,1,3,27,1,6
"Thucydides",0,9,1,2,20,12
"-SUM-",2,15,4,22,13,56
"Diodorus",26,3,1,10,0,14
"Herodotus",1,20,2,0,5,8
"Plutarch",0,2,21,2,4,8
"Polybius",2,1,3,27,1,7
"Thucydides",1,8,4,3,23,16
"-SUM-",4,14,10,15,10,53
"Diodorus",28,0,0,7,0,7
"Herodotus",0,27,0,4,3,7
"Plutarch",3,4,15,11,2,20
"Polybius",0,1,0,31,1,2
"Thucydides",2,6,2,3,20,13
"-SUM-",5,11,2,25,6,49
"Diodorus",21,1,2,14,1,18
"Herodotus",1,16,4,1,1,7
"Plutarch",3,1,30,7,4,15
"Polybius",5,0,1,24,1,7
"Thucydides",2,5,0,5,20,12
"-SUM-",11,7,7,27,7,59
"Diodorus",29,2,0,11,2,15
"Herodotus",2,20,1,2,3,8
"Plutarch",5,1,18,4,3,13
"Polybius",2,0,1,28,0,3
"Thucydides",1,8,4,6,17,19
"-SUM-",10,11,6,23,8,58
"Diodorus",17,0,0,15,1,16
"Herodotus",3,38,0,3,5,11
"Plutarch",1,1,17,5,1,8
"Polybius",0,2,0,30,1,3
"Thucydides",1,4,3,2,20,10
"-SUM-",5,7,3,25,8,48
"Diodorus",17,1,0,11,1,13
"Herodotus",1,23,1,4,0,6
"Plutarch",1,3,25,8,1,13
"Polybius",4,0,1,25,2,7
"Thucydides",2,4,6,5,24,17
"-SUM-",8,8,8,28,4,56
"Diodorus",23,2,0,13,1,16
"Herodotus",0,23,2,2,8,12
"Plutarch",0,1,19,4,2,7
"Polybius",2,0,2,39,1,5
"Thucydides",0,3,0,6,17,9
"-SUM-",2,6,4,25,12,49
"Diodorus",28,0,1,5,0,6
"Herodotus",0,33,1,4,4,9
"Plutarch",2,4,18,6,4,16
"Polybius",5,1,1,32,0,7
"Thucydides",0,6,3,4,8,13
"-SUM-",7,11,6,19,8,51
"Diodorus",17,0,1,10,0,11
"Herodotus",1,32,0,3,4,8
"Plutarch",4,2,18,3,2,11
"Polybius",1,0,0,35,3,4
"Thucydides",5,2,3,3,21,13
"-SUM-",11,4,4,19,9,47
"Diodorus",15,1,0,11,2,14
"Herodotus",1,34,2,3,2,8
"Plutarch",1,4,20,6,1,12
"Polybius",3,2,1,29,1,7
"Thucydides",8,5,2,1,15,16
"-SUM-",13,12,5,21,6,57
"Diodorus",15,0,0,14,0,14
"Herodotus",2,20,0,2,4,8
"Plutarch",3,3,23,5,2,13
"Polybius",2,4,4,31,1,11
"Thucydides",3,1,5,5,21,14
"-SUM-",10,8,9,26,7,60
"Diodorus",20,1,0,4,1,6
"Herodotus",2,34,0,1,7,10
"Plutarch",3,3,15,4,4,14
"Polybius",3,1,0,34,3,7
"Thucydides",1,5,5,2,17,13
"-SUM-",9,10,5,11,15,50
"Diodorus",24,1,0,16,0,17
"Herodotus",1,26,1,2,5,9
"Plutarch",3,1,18,7,1,12
"Polybius",2,3,1,32,1,7
"Thucydides",0,6,5,1,13,12
"-SUM-",6,11,7,26,7,57
"Diodorus",32,1,2,11,1,15
"Herodotus",1,30,1,0,4,6
"Plutarch",2,5,20,5,2,14
"Polybius",1,0,2,27,0,3
"Thucydides",1,5,4,3,10,13
"-SUM-",5,11,9,19,7,51
"Diodorus",20,4,1,11,1,17
"Herodotus",1,24,1,2,5,9
"Plutarch",6,4,17,7,3,20
"Polybius",6,1,2,22,2,11
"Thucydides",1,7,1,6,15,15
"-SUM-",14,16,5,26,11,72
"Diodorus",16,0,0,7,3,10
"Herodotus",1,31,0,3,5,9
"Plutarch",1,4,19,5,5,15
"Polybius",5,0,2,29,1,8
"Thucydides",2,8,0,7,16,17
"-SUM-",9,12,2,22,14,59
"Diodorus",15,1,2,16,1,20
"Herodotus",1,21,2,2,1,6
"Plutarch",2,5,13,11,5,23
"Polybius",4,0,0,32,0,4
"Thucydides",2,7,5,3,19,17
"-SUM-",9,13,9,32,7,70
"Diodorus",19,0,0,12,2,14
"Herodotus",1,24,1,1,6,9
"Plutarch",1,6,20,7,6,20
"Polybius",2,0,0,32,2,4
"Thucydides",0,6,3,4,15,13
"-SUM-",4,12,4,24,16,60
"Diodorus",18,5,0,13,0,18
"Herodotus",1,21,1,1,1,4
"Plutarch",5,6,18,2,6,19
"Polybius",3,0,3,28,2,8
"Thucydides",3,3,2,4,24,12
"-SUM-",12,14,6,20,9,61
"Diodorus",17,1,1,13,0,15
"Herodotus",0,23,2,1,3,6
"Plutarch",1,3,15,7,6,17
"Polybius",4,3,2,38,2,11
"Thucydides",0,7,1,3,17,11
"-SUM-",5,14,6,24,11,60
"Diodorus",23,0,1,16,2,19
"Herodotus",1,20,1,4,5,11
"Plutarch",3,4,19,6,3,16
"Polybius",3,0,0,32,0,3
"Thucydides",1,7,2,4,13,14
"-SUM-",8,11,4,30,10,63
"Diodorus",26,1,0,9,1,11
"Herodotus",0,28,3,3,4,10
"Plutarch",1,1,22,7,3,12
"Polybius",5,0,1,26,2,8
"Thucydides",3,6,2,3,13,14
"-SUM-",9,8,6,22,10,55
"Diodorus",25,3,0,9,0,12
"Herodotus",0,26,1,3,2,6
"Plutarch",1,0,22,9,3,13
"Polybius",5,1,3,26,1,10
"Thucydides",1,7,3,4,15,15
"-SUM-",7,11,7,25,6,56
"Diodorus",20,3,0,10,1,14
"Herodotus",1,23,0,2,4,7
"Plutarch",2,5,18,6,5,18
"Polybius",6,0,0,31,1,7
"Thucydides",2,5,3,2,20,12
"-SUM-",11,13,3,20,11,58
"Diodorus",21,1,0,12,0,13
"Herodotus",3,26,2,2,3,10
"Plutarch",4,4,27,5,4,17
"Polybius",3,1,0,24,1,5
"Thucydides",1,6,3,0,17,10
"-SUM-",11,12,5,19,8,55
"Diodorus",23,3,2,7,1,13
"Herodotus",1,31,1,1,2,5
"Plutarch",2,4,16,8,3,17
"Polybius",3,1,0,24,0,4
"Thucydides",2,8,2,6,19,18
"-SUM-",8,16,5,22,6,57
"Diodorus",21,2,0,8,0,10
"Herodotus",1,23,2,1,4,8
"Plutarch",1,3,20,3,3,10
"Polybius",5,0,3,27,1,9
"Thucydides",1,8,3,6,24,18
"-SUM-",8,13,8,18,8,55
"Diodorus",25,3,0,8,0,11
"Herodotus",0,31,3,1,2,6
"Plutarch",3,4,20,2,5,14
"Polybius",3,1,1,26,1,6
"Thucydides",2,4,3,2,20,11
"-SUM-",8,12,7,13,8,48
"Diodorus",21,2,1,4,0,7
"Herodotus",0,25,1,2,1,4
"Plutarch",0,5,24,4,3,12
"Polybius",3,1,1,32,2,7
"Thucydides",0,7,5,3,23,15
"-SUM-",3,15,8,13,6,45
"Diodorus",22,1,1,12,1,15
"Herodotus",1,24,0,3,5,9
"Plutarch",2,3,18,1,4,10
"Polybius",3,0,1,35,1,5
"Thucydides",1,7,4,6,14,18
